hotel_name,name,rating,review
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Bray Wok,4.0,"Quite an old hotel at the prime location of Simpang Lima, the rooms were out dated, nice n large lobby area, fresh welcome drinks, the pool was quite small, the breakfast was so standard btw. The staffs were nice n friendly. The interiors need to be upgrated to more competitive. It was just within walking distances to get to the nice street foods. There is a connecting door tonthe mal which makes it easier to get everything we need."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Aekok Batam,5.0,"The Front Office are very helpful and friendly, since the rooms are available I can directly check inThank you so muchRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,ŞĮŢĮ ŇŲŘÄĚÑÏ,5.0,"Nice experience while stay at this hotel with family, humble staffs in the front desk."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Verjaal,5.0,"We had a wonderful stay at the Ciputra hotel. The staff was super friendly and we were always welcome to conact them if we needed anything. The room was very clean as well as the swimming pool and gym👌 The hotel is located in the city centre which has a lot of cabs standing nearby. There is even a shopping mall next to the hotel, so enough choices!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,HRD Shorashmedia,5.0,"Enjoyable bussiness trip in Semarang is made possible by Hotel Ciputra. With its helpful staffs, 3 C room (clean-comfortable-Capacious), and tasty meals, they made sure I'll come back to here once again. Overall, an AMAZING experience."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Petra “Petra” Ang,4.0,"Just had breakfast, not staying the night. Sadly no my fav menu, french toast. But bread pudding is so fluffy & delicious ❤ In the web, price for breakfast is 60k, but in reality, they upped it to 110k."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Marni Lau,5.0,"Quite an old hotel at the prime location of Simpang Lima, the rooms were out dated, nice n large lobby area,"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Wongso,4.0,"always drive through this hotel and try to spend a night here after 4 nights in ciputra surabaya + surprisingly clean and such a shame for competitor across that looks clean outside but dirty inside + location is just awesome + bathtub but there is an issue + good noise insulation from next door + linked to the shopping mall (not one but two) + tons of food and attractions outside + smart tv is a nice addition + proper fridge + nice view from the room (if you pick simpang lima view) + staff are really helpful and fast check in process. they are even still helpful even after i checked out and i asked for invoice. thanks a lot for Shinta!! + simpang lima is just awesome + tons of delicious food if you walk a bit. - its smells old and feels old - the basement parking is a disaster - going into the building is very difficult thanks to the online taxi driver - the building spotlight pointed straight to my eyes and its difficult to see outside. instead of see simpang lima, i ended up saw the spotlight. luckily they turned it off after 9pm - bathtub are pretty useless, knob are broken - can't control the temperature - would be nice to put some reflective window tint way better than i expected to be honest, but it doesn't fit me and i prefer to slept somewhere else next time."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Dani Handani,5.0,"the bellboy was so helpful and generous. however, what i found unfortunate was the foods"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Masela Fadjar Pratiwi,5.0,Had a wonderful night to stay at ciputra hotel in Semarang. Good services. Nice breakfast and strategic location. Thank youRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,E T P,5.0,"Recommended place to stay at Ciputra Hotel, Semarang. The hotel is really impressive, clean, and so beautiful. The staffs very friendly and helpful, the service is very good!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Wiba Sampoerno,5.0,"Five star hotel, old style modern but still well maintain. Great place o staycation. Connected to mall.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Farah Nazila,4.0,"i enjoyed the location, surely because it is located at the city area. so it is strategic! the facilities are also nice. excellent service as well. the bellboy was so helpful and generous. however, what i found unfortunate was the foods variety and their lack of freshness (side dishes) hopefully, those can be fixed for the better future."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Gatot Sugiharto,3.0,"2 night stay on 15-17th july 2022(+) Strategic location(-) limited parking area, small lift capacity"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Jan van der Vlist,3.0,"Hotel is ok, but rooms are old and need to be upgraded. Location is very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,yuan caecar,5.0,"Staying because of business needs. The warm welcome, the room service, the cleanliness make me want to stay not only for business trips but for staycation too. Thank you for the hospitality.Rooms: 5/5 | Service: 5/5 | Location: 4/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Mulyono Hodri,5.0,"Last week, I stayed at the Ciputra hotel, Semarang. The hotel is really impressive, clean, the service is very good, and the view is so beautiful. I can fully enjoy the city center of Semarang. The breakfast menu is so delicious with a variety of mixed menus between local and foreign menus."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,andreas anggoro,5.0,"Nice hotel,located at simpang 5,staff very friendly and helpful, taste of breakfast was so good and variety, for sure will come back again for next visitRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,A Google User,5.0,"Location very strategic, easy access to public facility in the town"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,M,1.0,"The breakfast system is a disaster. Don't bother to pay for the breakfast! They don't refill the food, so everything is gone in an hour. We ended up ordering food online. This hotel doesn't deserve a five star. What a shame!Rooms: 3/5 | Service: 2/5 | Location: 4/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Ibnu,4.0,"Nice and clean hotel, it was one of luxury hotel in semarang. Front parking park is good but the basement is very small. Need renovation in some area to make it more fresh. The good thing is it connect to the mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Christina Ghaneswari Randa,5.0,"Nice place to stay. Located on premium location, on center of semarang. Nice breakfast menu, is offer variety of food. Hospitality was great, friendly staff. And There is no-touch button in lift.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Bayari Sentono Putro,5.0,"Strategic location in the cental of Semarang City, in front what so called Five-Intersection (Simpang Lima), the landmark of Semarang City.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Sempati May Al-Farrasi,5.0,"The food was great, the service was excellent , love the ambiance of the roomso homy with great view also easy to access anywhereRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Wiyana Ananta,5.0,The hotel looks old but the service is good. The outside environment is a bit complicated but still acceptable.Rooms: 5/5 | Service: 5/5 | Location: 4/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Heri Prasetyo,4.0,Love this Hotel. Park view very awesome. Good rate.Rooms: 3/5 | Service: 4/5 | Location: 4/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Dewi Saraswati,5.0,nice hotels with great services..thanksRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,weny junita,5.0,"Recommended hotel to stay. Located in the center of city. In front of simpang 5 (park), has a connecting door though the mall. Nice, friendly and very helpful staffs. I booked on website and they gave me a cute little bernard doll and a welcome chocolate cake. What a surprise. My room was located on 7th floor. I only pay not more than 700 idr. Clean room, various choice of breakfast. Definitely will be back"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Saifur Rahman,5.0,Nice hotel with connecting door to Ciputra Mall Semarang
Hotel Ciputra Semarang managed by Swiss-Belhotel International,elmo rinaldi,3.0,"Old hotel and overprice. We stayed for 2 nights and paid Rp 900 k/night. It’s just worth for the very strategic location and access to the mall, but not for the room that is small and few food varieties when breakfast. The lift service and access is also slow. The parking space is small and many car wait at the lobby that cause to traffic."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Tom Hietaharju,1.0,Very old hotel with a lot of erosion. Smoking is allowed inside so everywhere smells like old cigarrettes. In rooms full carpet floor was extremely dusty and smelly. Same with curtains. Toilet seat was leaking. Very noisy also. Easily can hear other rooms. Very average breakfast. Some food served cold even join early time breakfast. Only good thing is fast acces to the mall from the lobby. Very expensive for all it's offerings and overall quality. Cannot really recommend in any aspect. Our first and last stay in that hotel.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Linda Bliss,5.0,The location is strategic in front of city square... it has many features I can't describe all. . this is one of the best hotels in Java for sure.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Erlangga Pradipta,5.0,"Rooms are clean and very well maintained even though it's pretty dated. Wifi access is suprr easy and the hot water works really well, some improvement of the shower curtain might be made, but overall it's good. Breakfast staffs are super helpful especially Mr. Djoko who welcomed us and prepare our foods. Also the breakfast lounge is well prepped during these pandemics with clean food presentation and preventive measure. Pictures of: 1. The view from the hotel 2. The breakfast food"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,VISIVEL GROUP,3.0,"Very old property, needs a huge renovation inside outRooms: 2/5 | Service: 2/5 | Location: 1/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Ardhelia Frendy,5.0,"in the middle of town, this luxury hotel just offered a lot luxurious facilities and its also connecting to the mall"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Chris Gray,5.0,Draught Beer was colder than the room ACRooms: 4/5 | Service: 4/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,ayu cantik,5.0,"Strategic location view to Simpang Lima, connecting to mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,bersatulah cah GONDANG,5.0,"Strategic location view to Simpang Lima, connecting to mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,riris marpaung,1.0,"Shock that hotel ambience has strong smoke smell everywhere, old building and room carpet..iyuyy. Everywhere seems so stingky. I regreted so much staying here. I couldnt have much time to pick up hotel in semarang. Not to mention price in front desk and in traveloka so expensive, 777k for standard room in pandemic period. Really not worth of the price!!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Nur Cahyani,5.0,"Good location, right in the center of Semarang city. Easy to find good foods. It’s also convenient because it’s directly connected to mall.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Richie Wiyata,5.0,What a perfect Hotel with Great Location … Well Maintained room congratulation to all the staff and keep the good work for giving us comfy room.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Jasmine Lantau,5.0,Nice Hotels with perfect services..Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Mindo Harapan,5.0,Great staff across all departments.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Awaludin Freak,5.0,Great staff across all departments.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Armahedi Mahsyar,3.0,"I have arrived since 2.00 PM today. And the room just ready almost 4.00 PM,they said the room still been cleaned. This is very late for check in althought they given extend time for check out. I don't understand with this big hotel, very slow for cleaning the room. Overall for the room is clean and tidy as the photo."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Johana Kristi,5.0,"Got best experience here. Excellent services, clean room, good staff, and good breakfast."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Yuche Yahya Sukaca,5.0,Rrcommended place to stay. The staffs are very friendly and helpful.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Fitri Wulan,5.0,"The thing I always remember from this place is the very excellent staff, they are very welcome and pay the attention with the guest needs, The hotel has wine cellar with complete variety, the bakery product also great. The covid protocols are well implemented. I will stay again in the nearest future."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Wijaya,4.0,"Good hotel in a very strategic location in Semarang. Nice room with small swimming pool inside, traditional spa massage, and a small but good fitness room. A quite good experience here. If you want some more variety then just go downstairs and move to the mall at the connecting building."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Nabiel Hayaze,5.0,Luar biasa. Excellent hotel. Food was great. Service exellent and staffs are so friendly. Very recommended for both family or bussines.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Euphoria Wedding,5.0,"Very nice hotel, thanks for your hospitality.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,CatFbi,4.0,"The Staff Good, Food Good, Very Clean, The Bad Thing When 11-12 AM The Internet Error And When i Play Mobile Legend I was Defeat Pls Add Warn if Every 12 AM The Wifi Reset"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Muhammad Iskandar,3.0,"Location was good. Easy access to mall and to get food. I appreciate the welcome drink that was available almost all the time - bir pletok, a non alcoholic local beer? However, room was noisy. I could hear people from rooms beside me talking almost all the time - luckily it was just talks... U know what I mean... Variety of food for breakfast was OK. But I had to wait for almost 15 minutes for omelette - standing. And nobody offered to send to my table. Poor service I'd say for a hotel this standard."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Kris Hadis,4.0,"Still my favorite hotel in Semarang due to the great service attitude from the staff. However, the bathrooms need a total refurbishment as they are old and some parts are broken. The amenities are very standard and lacking, for a so called 4 star hotel."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,MPC Autowork TV,4.0,"Sure the hotel is quite a hotel, but it is starting to show it's age. Nonetheless it is one of the best hotel in town. Located in the heart of Semarang's iconic Simpang Lima, this hotel is connected to a mall next to it. So, when the you're lack of supplies and clothings then this is the hotel for you. It has a decent bakery and restaurant."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Theo Hari,5.0,Luxurious and modern hotel in Semarang. Integrated with a good mall with branded stuff.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Edwin Nugroho,4.0,"As of the star level of this hotel, im gonna give it 4 stars too.. Hotel with a super great location. Located in the heart of the Semarang City and surrounded by 2 malls beside this Hotel. And you can also have so many culinary at the tavern around simpang 5. So much pleasures you can get when you stay here. But i think the hotel needs a renovation and newer design and furnishing stuff. So it will be more comfortable to stay at. Anyway so much satisfied to stay here. Thank you Ciputra Hotel."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Citra Widuri,4.0,"Came here only for workshop, and stayed at other place. So far so good, this hotel has direct access to the mall, and the hospitality was great. Once i left my charger and they saved it, roll it with some tape diligently.. I never did that to mine though.. Haha.."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Ajie Isdianto,3.0,"Pretty good for an old building. But be aware that the online booking service provides no options to choose between smoking or non-smoking room, you have to make the optional request probably by phone or e-mail. Because I checked-in late at night, they don't have a non-smoking room available, I had to stay for a night in a smoking room that doesn't have exhaust system nor windows that can be opened. Thankfully the problem resolved in the next morning."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Shane Faulkwell,5.0,"The hotel is a little dated, but it's always a nice place to stay in Semarang."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Iqbal Bagus Alfiansyah,5.0,"Stayed here last July for two nights with my family. I had also stayed here in 2010, nine years prior (!). The hotel remains as a gem in central Semarang, situated just across Simpang Lima and directly connected to Mall Ciputra. Our spacious room was on the tenth floor with the Executive Lounge located just next to the lift corridor. Plenty of choices of breakfast, although the restaurant itself is actually quite small. The pool is located on the 4th floor but I did not try it out"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Sometimes Forgot,1.0,"Not recommend!!! 1st- Terrible experiance at this hotel! Got the smoking room even I book the non smoking room. 2nd- Swimming pool is not clean, I got red eyes after the swimming. 3rd- Too many people on today morning, so I had 3 eggs only during breakfast. No food even I pay the breakfast!!!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Nikodemus Gunawan,5.0,"the room with its carpet flooring and its sense of contemporary feeling from the overall furnishing are the reasons I like this particular hotel and even though the room is a little small, the fact that it was built next to the mall still make it worth staying here"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Abi Abii,5.0,"( I stayed in Executive room for a night) +super good room condition +the executive lounge quiet luxury +variety of breakfast meals +very professional staffs, from the bellman to the front desk. :) +connected to the mall +nice pool for me, this hotel deserves for medium size five-stars hotel."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,YSF MPK,3.0,"Need to improve the furniture, kind of old and a bit dirty. The wifi was also very slow and didnt connect properly. The towel was also not comfortable to use, since it colour changed. But overall, i enjoyed my stay."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Isna,4.0,The key selling point of this hotel is location. Where it was straight to simpang lima. Has its own connected door to the mall. Room is not as spacious as I expected. But the room facilities are almost complete. Breakfast tasted standard for me. Receptionist area was big enough. Staff were so helpfull
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Regy Silitonga,5.0,"hotel in semarang..thats word we descripted for this hotel. My family stay 4 days 3 night with open 2 superior room from 23-26 dec 2019 , the room is very clean and neat. The reception is very good serve and inform when we check in. All service from their staff is excellent, very humble,helpfull our family. One note from my family is the breakfast is delicious ( not too much variant but all taste "" enak banget"" 😊 )..thank you for hospitally our family when we stay there."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Brian Nurharjadi,3.0,"If you're only a staff level employee, this hotel it's the place you want to stay to understand why your boss like their money so much. Beware it will take all your monthly payment just for 2 night (Semarang UMR)."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Avissa Suseno,4.0,"Been staying at this hotel for about 4 nights. It's 5 stars hotel that's opposite to Simpang Lima. It was quite a good experience since they provided us with the daily welcome drink that was Beer Plethok (Traditional beverage) at the lobby and you can take it as much as you wanted. They also provided you with toiletries everyday, kettle, coffee and tea bag, cup and glass. Unfortunately the shower wasn't as heavy as we expected and also the room wasn't opposite to Simpang Lima. This hotel also can help you to access to the Citraland Mall from the lobby since they have door that can lead you to the mall straight away. You don't have to pay for deposit, that's good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Efendi S,5.0,"The best hotel (location) in Semarang. Its connected to the one of the biggest mall in this area. For breakfast menu is very good and many choice.Make sure if you have any plans to stay here, book for your room facing of Simpang Lima, then you get a best view."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,tomiputra,4.0,"Nice room, but food was medicore. Found bugs in my room. A good staff give me more water and exchange glasses for the bugs. Tv only having like 8-10 channels. Feels like 3 star hotels but giving 4 for staff hospitality"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Muna Sungkar,4.0,Very recommended hotel in Semarang due to its strategic location. It is literary located in the center of Semarang amd it connected to one of the biggest mall kn the city. The restaurant (gallery resto) serves delicious food. The room was comfy and the staff are friendlyRooms: 4/5 | Service: 4/5 | Location: 4/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Rully Pohan,5.0,"a good hotel, services, rooms dan location but they put carpet in the room which is not suitable for a person with asthmatic and allergic like myself"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Fajar Kurniawan,4.0,"Great hotel with a great view. Located in the center of Semarang City, this hotel so good. This hotel near from mall, foodcourt, mosque, church, and so many fasilities. But the parking area is so small and sometimes the parking area is mixed with parking for mall visitor. But over all is good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Siska Indah Septiana,3.0,"Nice place to sleep, good room facility, in room dining not worth the price, in room service takes a long time be done. Parking area really small, if you dont get the parking lot you have to pay one of for the valley service (not communicated ahead). During Ramadhan you will get Ifthar snacks and its quite proper. Receptionist and housekeeping is friendly, the parking staff some is not too friendly and quite annoying."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Dwi Astuti Retnowati,5.0,"Close to the mall , good food , good service, location is strategiRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Bastian Septha,5.0,"This heart of the city located hotel is the perfect place where you have to stay while in Semarang. Stand infront of Simpang Lima, the iconic venue in Semarang, Ciputra Hotel served you the best they have. Integrated with the shopping mall is another advantage of this hotel. I love the food so much, especially during breakfast. They served the best local that mixed by international foods and ofcourse in various kind of foods that you can choose. The minor issue for this five stars 🌟🌟🌟🌟🌟 hotel is the swimming pool so tiny and they fitness center still use ""an old"" equipments. But overall, staying in Ciputra Hotel while in Semarang is the best choice and worthed. I'm highly recommended this hotel."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Taufik Mahlan,4.0,"Back here after 5 years. Back then I was a regular guest here, a week on a week off, for two years, during a two years project. No significant change. Used to be the best hotel in Semarang. Strategic in terms of location. Right at the center of town with large mall right behind it."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,roemah pot kembang,5.0,"The service was good, the embiance was good and its located in the center of Semarang city.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Brian Baskoro,4.0,"I stay for a week during site visit on Semarang, a good hotel but compared with the others nearby, this hotel a bit expensive. Deluxe room not big enough, air condition working well, minibar ok, but the TV old tough, need upgrade 32 inch LED to be perfect. Wifi working well, but i got some issue in bathroom, the wall above bath up need to be cleaned."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,B,5.0,For me still best hotel in Semarang... Best situation in town and excellent staff. Love it for the last 20 years...
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Markus Glaus,3.0,Good hotel with helpfull staff. Some rooms are very noise because of the climate Aggregate for the mall at the backside. Close to the Minarett of the mosque. Good view over the city
Hotel Santika Premiere Semarang,Hendra Kusuma,4.0,"Shower area can be further cleaned by cleaning up the black grout spot (brushed with bleach / spray will loosened up the fungus growth) It need more power sources / wall plug in the room to allow laptop computer, Smartphones, etc. charging. Provide Hair Dryer as standard room convenience. Provide, 3 types of towels for 2 per room. Provide Hair shampoo & conditioner as standard (only shampoo was provided during my stay).. Repair / Secure ward robe door, so it does not drop / fall as I almost drop it when it slip off the track and almost drop on my foot (may crushed my feet from the weight of the mirror door). Provide shower door to prevent water splash during shower. Need constant daily supply of portable sandals"
Hotel Santika Premiere Semarang,ana purna,2.0,"the hotel is old and needs makeover. the shower was never consistent, alternating between hot and cold water no matter the setting. some of the staff need better training. they lacked coordination with car rental. the breakfast selection had local choice, but the taste was under average."
Hotel Santika Premiere Semarang,Meida Ardina,5.0,"The only thing I don't like is the air-conditioner was just too cold for certain rooms. Also they need to add variation of food, I think. The sales might need to check and re-check the details of the reservation. Especially the date. But well mistake happened, it's been taken care of. I'm glad the sales did everything she could to heed my request, from my organisation, which was excellent from their part. I really appreciated the sales's effort! The meeting room was also good, but I suggest they add a whiteboard. Because flipchart isn't wide enough and some people found it a bit hard to see, especially those who were at the back. Everything else were amazing. Please keep up the good work!"
Hotel Santika Premiere Semarang,Liana Susanto,5.0,"The room is comfortable, clean, neat and a little roomy. Friendly and kind receptionists. The location is easily accessible. There are 2 bookstores too nearby. 😊 Rooms: Clean and neat Food & drinks: Provides traditional (local) culinary"
Hotel Santika Premiere Semarang,Ratna Rediandary,5.0,"This is our third staycation at Santika Premiere after being assigned to Semarang by my company (usually book undernamed by Spouse - Adriansyah), and always feels like home. Our kids enjoy the spacious rooms, comfy beds (must try the pillows - highly recommended !), the menus (especially 24 hrs room service), the pooolll !! for sure 😉 Will surely come back for more core memories with our family."
Hotel Santika Premiere Semarang,Moony Munawaroh,5.0,The room was clean and neat. Also spacious. The food was good. The view from 9th floor was nice. Everything is ok.
Hotel Santika Premiere Semarang,Krido Sadmoko,4.0,"An old 5 star hotel but well maintained building and good staff. They don't have plug in point for USB and the placement of the electricity plug in not quite match with nowadays need, such as it should be place more on working table, and bed. But overall is good experience."
Hotel Santika Premiere Semarang,Wildan Baraba,5.0,"Superb! Santika never let me down. They upgraded my room to Executive Suite. What a great touch at the beginning. Service was excellent as i always experienced in every Santika's property. No matter where and what kind of Santika i stayed in, the service from their staffs always top-notch. The room and building looks old, but well-maintained. I can see that a lot of older-settle guess staying here. Breakfast was high quality. Lot of option and taste delicious. Location is perfect as well. 5-stars for all aspects!"
Hotel Santika Premiere Semarang,Moto 4nn4,5.0,Good clean old fashion room. Spacious room. Working hoh/cols shower in bathroom. Aircon may cause aome irritate noise when set to highest speed guess due its usage but it still give the coolest air we want on hot summer day. Nowaday new hotel provide chiller but Santika still has the real refrigerator good to cool our bottle of drink. Poolnis spacious and the officer do the job to welcome the guest prepare the rest chair and provide the bath.. well compare nowaday hotel that guest NEED to ask or visit the towel counter.. Santika bring the even simpe customer experience ahead. Check in/out is fast the concierge bring our belonging to. room. Parking is spacious and due the hotel location in city area is very good. Breakfast is modesty but they still serve/pick it for guest while other hotel may loosen the requirement but we can understand if this is hotel's way signature to maintain hygiene in 'pandemic loosen time' but pls review it as common guest hotel may prefer to choose its own food. Free rentnfor bicyle very good.. Used it to nearestn convenience store.
Hotel Santika Premiere Semarang,Martiana Sipahutar,4.0,"It is located in a walking distance from the city center, Simpang Lima and center of local foods for takeaway, Pandanaran. The room is spacious but old, it needs retouch. Staff are polite and efficient.Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,Marc Ndrewez,5.0,"Nice & ckean room, but some water valve not work properly…."
Hotel Santika Premiere Semarang,Irene Setiawati,5.0,"Comfortable, friendly staff, very recommended.I come for work, and I am happy to stay here.Thank you to Santika and all teams ."
Hotel Santika Premiere Semarang,Jenny Sunjoto,4.0,"oldies but with spacious bedroom and all the basics are working well, the variety of breakfast foods is ok.Rooms: 4/5 | Service: 3/5 | Location: 3/5 …More"
Hotel Santika Premiere Semarang,Erlya,1.0,"For its old age and historical building, they are succeed to maintain its 4 stars title. But I found it not suitable with the title. They really need to speed up everything, such as cleanliness, hospitality, service and attitude from every aspect of the hotel. And I think with a little training and fresh leadership, they could be a great legendary hotel in their town."
Hotel Santika Premiere Semarang,meons,5.0,"beyond expectations. communicative, helpful, welcoming and beyond friendly. would definitely visit againRooms: 4/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,B. Jonathan T.,3.0,"Used to be a quite fancy hotel. The lobby still looks premium but the ceiling has been water damaged and looks deteriorating. Once you enter the room it feels as budgety as a budget hotel. Cool white lights make it feel a little cheap, no real mugs in the room only paper cups and cheap plastic cups in the bathroom. The floor used to be made of carpet and contrasted with ceramic, now replaced with regular ceramic tiles for the whole room, they removed the bath tub and replaced it with a shower only. They removed the wallpapers and painted the walls brownish white. Much more to rant about for my disappointment. Overall it is a good hotel but as a person who used to go here all the time this makes me very sad and disappointed, They gutted almost everything that makes me enjoy staying here. Definitely no longer a 4 star hotel in terms of room feel except for the spacious rooms. The service and food still remains excellent as always."
Hotel Santika Premiere Semarang,Rangga Yudhika,4.0,Best location. But room is a bit old.Space is spacious.Rooms: 3/5 | Service: 4/5 | Location: 5/5 …More
Hotel Santika Premiere Semarang,Faisal Riza Rahman,5.0,"Guests liked the large, clean rooms, though some said they were dated & maintenance could be improved · Rooms had views · Some guests mentioned the bathrooms could be improved"
Hotel Santika Premiere Semarang,RIchard Ong,2.0,Hotel in an old building that need maintenance or reno. Water shower not working well with low pressure. Sound from top always hearing when people moving table or chairs. Food is normal and nothing special.
Hotel Santika Premiere Semarang,Wolfgang Rupert,5.0,"Its PPKM times, and we came from West Java, we were lost and the gmap gave us headache to get to the hotel, good thing we called the hotel and their employee picked us up and guided us to get inside the hotel. People there were friendly and helpful. We also got a corner room with almost 180degree city view. Breakfast was champions, simple a la carte. Very recommended."
Hotel Santika Premiere Semarang,Asthoy. Ato,5.0,"Old hotel with Premium services...Nice, clean, cozy...Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Santika Premiere Semarang,Imam Hardiman,5.0,I love the hotel. Variety of breakfast menu was good. Location was perfect. Room is quite big. The only problem is they don't have lift access to the basement (parking lot). So if you want to bring your luggage you need either you drive your car to the front of lobby or you bring it through stairs. Overall it's a good hotel
Hotel Santika Premiere Semarang,Bambang P,4.0,"Cleanlines and tasty breakfast....but water from wastafel didnot flow out well. So water slow flowing and rest dirty after empty water. Anyway ...is was a great hotel...I has been stay in this hotel many times, when I was in Semarang. Great.Rooms: 4/5 | Service: 4/5 | Location: 4/5 …More"
