restaurant_name,name,rating,review
Bakso Bang Kribo,Lidwina Ave,4.0,(Translated by Google) Tumben is not as delicious as usual.. It's more bland... The meatballs are also lacking. Even though he eats when he's hungry.. Huhu (Original) Tumben gak se enak kayak biasanya.. Lbh hambar... Bakso nya juga kurang. Padahal makan pas laper2 nya.. Huhu
Bakso Bang Kribo,dwi arifiyanto,5.0,"(Translated by Google) Meatballs that have been around for a long time,..if I'm not mistaken the owner of the Wonogiri people,..meatballs with fresh sauce, large meatballs with seasoned meat filling plus small meatballs which are delicious and the portions are just right, standard prices,..delicious,.... (Original) Bakso yang sudah lama berdiri,..kalo tidak salah pemilik orang Wonogiri,..bakso dengan kuah segar, bakso besar dengan isian daging bumbu di tambah bakso kecil yang enak dan porsinya pas, harga standar,..nikmat,...."
Bakso Bang Kribo,D Anggie,4.0,"(Translated by Google) Delicious, cheap for this portion and in the Semarang area. The location is easy to reach and the place is clean (Original) Enak, murah buat porsi segini dan di area semarang. Lokasi gampang di jangkau dan tempatnya bersih"
Bakso Bang Kribo,Joni Prakoso,1.0,"(Translated by Google) The employees are not friendly, the toilet is also not provided, cook, tell Superindo to come forward, the service is not satisfactory (Original) Karyawan kurang ramah, toilet juga gakdi sediain , masak suruh kedepan Superindo , kapokkkkk pelayanan kurang muaskan"
Bakso Bang Kribo,Fl Swan,4.0,"(Translated by Google) The place is strategic, super indo dpn. Fast and friendly service. The taste is decent, the tripe and offal are quite a lot, the meatballs are 2. The price is quite affordable 18 thousand a portion. (Original) Tempatnya strategis, dpn super indo. Pelayanan cepet dan ramah. Rasanya lumayan, babat dan jeroannya lumayan banyak, bakso besarnya 2. Harga cukup terjangkau 18rb seporsi."
Bakso Bang Kribo,Sefty Hanida Fitriyani,4.0,"(Translated by Google) As for the taste, according to my tongue, the craggy meatballs get a score of 9 out of 10. For your information, we already have a branch in Ungaran. On Jalan S. Parman if I'm not mistaken. Near the Ungaran Grand Mosque. Deket Kantir Regent. For the problem of space, the location in Sukun Banyumanik is very narrow. Less comfortable. The parking lot is also not wide. Unlike the one in Ungaran. Places to eat and parking are better than those in Sukun. (Original) Untuk rasa, menurut lidah saya, bakso bang kribo mendapatkan nilai 9 dari 10. For your information, sudah punya cabang di Ungaran. Di Jalan S. Parman kalau tidak salah. Dekat masjid agung Ungaran. Deket Kantir Bupati. Untuk masalah tempat, lokasi yang di Sukun Banyumanik sangat sempit. Kurang nyaman. Parkiran juga tidak luas. Berbeda dengan yang di Ungaran. Tempat makan maupun parkiran lebih baik dibandingkan yang di Sukun."
Bakso Bang Kribo,Franky Sulistiono,5.0,"(Translated by Google) For me, these are the most delicious meatballs in Banyumanik & its surroundings. Only the parking is not wide enough. (Original) Buat saya, ini bakso terenak di banyumanik & sekitarnya. Cuma parkiran kurang luas ."
Bakso Bang Kribo,godam epi fajri,5.0,(Translated by Google) This meatball serves the sensation of traveling around with a more comfortable place. The tetelan and meatballs are typical meatballs around the sword with premium ingredients but that's what makes it delicious with the sauce and chili sauce. (Original) Bakso ini menyajikan sensasi rasa bakso keliling dengan tempat yang lebih nyaman. Tetelan dan bakso nya khas bakso keliling todak dengan bahan premium tapi itu yang menjadikan sedap dengan saos dan sambal.
Bakso Bang Kribo,neng arum,5.0,"(Translated by Google) It's good that the relative price is for a portion of meatballs... The meatballs are not too full, too. The service is also fast (Original) Enak harga relatif lah klo untuk seporsi bakso... Baksonya jg kenyak gk gajih. Pelayanannya juga cepet"
Bakso Bang Kribo,johanes dipta,5.0,"(Translated by Google) Bakso Bang Kribo, one of the choices of places to eat meatballs in Banyumanik. Two big meatballs per serving The place is easy to find. Close to the Breadfruit T-junction traffic light. The last update, the price of one portion of meatballs is Rp. 18.000,- Hope it helps (Original) Bakso Bang Kribo, salah satu pilihan tempat makan bakso di Banyumanik. Bakso gedhenya dua tiap porsi 😁 Tempatnya mudah ditemukan. Dekat dengan lampu lalu lintas pertigaan sukun. Update terakhir harga satu porsi baksonya Rp 18.000,- Semoga membantu"
Bakso Bang Kribo,mul yanto,5.0,"(Translated by Google) Since the time I was still pioneering in the teak market, I have subscribed The characteristic is when you eat at the place there are 2 big meatballs If wrapped in meatballs, the size is only 1. Do you know the owner's real name? It turned out that H Triyono had. And it's not as crispy as it used to be :-) (Original) Dari jaman masih merintis di pasar jati dah langganan Ciri khasnya kalo makan ditempat ada bakso besar 2 Kalo dibungkus bakso besarnya cuman 1. Kenal nama asli pemiliknya? Ternyata H Triyono yang punya. Dan sudah tidak sekribo yang dulu :-)"
Bakso Bang Kribo,Yeremia petra sigalingging,5.0,"(Translated by Google) The meatballs are really delicious, the sauce is tasty and fits on the tongue, the portions are not stingy and the prices are affordable so that everyone can buy them. In addition, the very strategic location in front of Superindo Sukun and breadfruit gas stations makes this meatball outlet even more crowded, especially on Sunday nights or holidays. Cleanliness in the environment around the outlet is very well maintained so that visitors are more comfortable to buy meatballs here. Its security is also well maintained. Hopefully the service will be further improved so that visitors are more comfortable, satisfied, and safe to buy/eat at this place. Steady, CONTINUOUS SUCCESS for Bakso Bang Kribo 👍👍 (Original) Baksonya enak banget kuahnya gurih dan pas di lidah, terus porsinya nggak pelit dan dengan harga terjangkau sehingga semua kalangan bisa membeli nya. Selain itu tempatnya yang sangat strategis yang berada di depan Superindo Sukun dan SPBU sukun membuat gerai bakso ini semakin ramai apalagi pada saat malam Minggu atau hari Libur. Kebersihan di lingkungan sekitar gerainya terjaga sangat baik sehingga pengunjung semakin nyaman untuk membeli bakso di sini. Keamanan nya juga di jaga dengan baik. Semoga Pelayanan nya semakin di tingkatkan lagi agar pengunjung semakin nyaman, puas, dan aman untuk membeli/Makan di tempat ini. Mantapp SUKSES TERUSSSSSSSS buat Bakso Bang Kribo 👍👍"
Bakso Bang Kribo,Ersa Yulio,3.0,"(Translated by Google) Back in middle school and high school, the meatballs were delicious, now it's a bit different and contains too many vegetables. (Original) Dulu jaman SMP - SMA enak lo baksonya sekarang agak beda dan terlalu banyak isi sayurnya."
Bakso Bang Kribo,Nabila Azizah Hari,5.0,"(Translated by Google) Delicious, according to my friend's recommendation. but I don't like the parking attendant, I'm angry haha (Original) Enakkk, sesuai rekomendasi teman saya. tapi kurang suka sama tukang parkirnya, marah2 haha"
Bakso Bang Kribo,kireaaa tiaraa,1.0,"(Translated by Google) I was a bit disappointed yesterday that 2 people ate there, 2 meatballs and 2 glasses of water. The price of the meatballs displayed was 17,000, if 2 were 34,000, the total was 44,000, seriously, 1 glass of water was 5000?????. There's no note, so I don't know how much it costs. There's also no explanation as to why it's so expensive, you know, it's better to just buy orange juice instead of water, because I bought glass water instead of mineral water, because I already drank myself. Thx for fixing it again (Original) Agak kecewa ya kemarin makan disitu 2 orang , bakso 2 dan air putih gelas 2. Harga bakso yg terpampang 17.000 kalau 2 jadi 34.000 kan ya lahh totalnya jadi 44.000 seriusss air putih gelas 1 nya 5000?????. Ngga ada notanya juga jadi ngga taukan harganya gimana. Ngga ada penjelasan juga kenapa mahal bgt tau gitu mendingan beli es jeruk aja sekalian bukan air putih soalnya aku beli air putih gelas bukan air mineral yaa karna aku udah ada minum sendiri. Thx ya diperbaiki lagi"
Bakso Bang Kribo,mbah gAn,5.0,"(Translated by Google) Big small beef meatballs have minced meat filling, it really bounces (Original) bakso sapi kecil yang besar ada isi daging cincangnya mantul tul"
Bakso Bang Kribo,rangga raka,4.0,"(Translated by Google) Delicious baksonya, lunch lunch here. Order complete meatballs, plus the rice is exhausted. Drink iced tea, add crackers 1. Total Rp. 25,000 full stomach. (Original) Enak baksonya, td siang makan disini. Pesen bakso komplit, plus nasi habis laper sih. Minumnya es teh, tambah kerupuk 1. Total Rp. 25.000 perut kenyang."
Bakso Bang Kribo,iskandar suwarno,5.0,"(Translated by Google) The meatballs taste like meat.. The seasoning is right on my tongue, fresh or not granny (Original) Bakso nya berasa rasa dagingnya.. Bumbunya ena pas di lidah saya, segar gak nek"
Bakso Bang Kribo,Indriyani Agustin,5.0,"(Translated by Google) delicious, the portion is right, the taste never disappoints before... (Original) enakkk,porsi pas, rasa tidak pernah mengecewakan dri dulu... 🤗"
Bakso Bang Kribo,Frod 22,5.0,"(Translated by Google) 1 portion 18 thousand, large meatballs with minced meat (Original) 1 porsi 18 rb, bakso besar dalamnya daging cincang"
Bakso Bang Kribo,Riska Adi,3.0,"(Translated by Google) These are childhood meatballs too. In the 90s, meatballs hit the breadfruit area of ​​Srondol, Mr. Krobo, Mr. Slamet, Mr. Ratno. The place is spacious, there are 8 tables. Pretty much The standard price is 16 thousand or 18 thousand. And from the beginning, yes, that's where it was. A portion contains 1 large meatball, not too big with veins, 4 small meatballs, whether you want to use noodles or not is up to your choice and there are innards 👍. There's no chicken noodle here. There is no car park, usually on the sides of the road, motorbike parking is limited. What makes me sad sob hikss, the place is dirty, there are lots of tissues under the table... and the floor is dirty. Sob sob truss parking the motorbike is difficult because it is a bit uphill. (Original) ini bakso masakecil juga. Tahun 90 an bakso hits di area sukun srondol ya pak krobo, pak slamet, pak ratno. Tempatnya luass ada 8 meja an. Cukup banyak Harga standart 16ribuan atau 18ribuan. Dan daridulu ya di situ itu tempat nya. Seporsi isinya 1 Bakso yg besar gak terlalu besar isi urat, bakso kecil 4, mau pakai mi atau enggak terserah pilihan dan ada jeroan nya 👍. Di sini tidak ada mi ayam nya ya. Tempat parkir mobilnya ga ada, biasanya di pinggir-pinggir jalan, parkir motor terbatas. Yg bikin sedih hikss hikss tempatnya kotorrr, tisu dibawah meja banyak sekalii.. dan kotor lantainyaa. Hiks hiks truss parkir motornya susah karena agak nanjak."
Bakso Bang Kribo,Dwi Cahyani,5.0,"(Translated by Google) those who pass through Banyumanik breadfruit don't forget to stop by at the frizzy meatballs, don't ask about the taste, the taste must be bouncing 😃 (Original) yg lewat sukun banyumanik jgn lupa mampir ya ke bakso bang kribo ,jgn tanya soal rasa ,rasanya pasti mantul 😃"
Bakso Bang Kribo,Choirul Anwar Hidayat,5.0,"(Translated by Google) One of the recommended meatballs in Semarang above. Have been a subscriber here since studying at Undip in 2005 until now, if they pass through Semarang, they still have time to stop by. Consistent with 1 portion of meatballs, there are 2 large meatballs filled with minced meat, although over time the size of the meatballs is getting smaller and smaller. One serving of meatballs at the time of this review is IDR 17,000. Always crowded, especially at meal times. (Original) Salah satu bakso rekomendasi di Semarang atas. Sudah langganan disini sejak kuliah di Undip tahun 2005 sampai sekarang anak 2 jika melewati Semarang masih disempatkan mampir. Konsisten dengan 1 porsi bakso terdapat 2 bakso besar isi daging cincang, walaupun seiring berjalannya waktu ukuran baksonya makin lama makin menyusut. Satu porsi bakso saat review ini Rp17.000. Selalu ramai pengunjung apalagi di jam makan."
Bakso Bang Kribo,Anang Bagus,3.0,(Translated by Google) The meatballs are delicious too but it's hard to park. The solution is to park at the front superindo (Original) Baksonya enakk jugaa tapi susah untuk parkirnya. Solusinya y parkir di superindo depan
Bakso Bang Kribo,velia veronika,5.0,(Translated by Google) Mantaaaappp is correct ... subscription meatballs are decades old ... it feels awake ... (Original) Mantaaaappp betuull... bakso langganan puluhan tahun... citrarasa terjaga..
Bakso Bang Kribo,Yuliana Rahmawati,4.0,(Translated by Google) One of the legendary meatballs in Banyumanik Semarang... Been there since I was a kid... One of the childhood memories... It's never changed since then... It has its own characteristics... Always subscribe to buy meatballs here and it's always crowded... One of the family's favourites... Fast and friendly service... It's just a shame that the parking area is limited... Especially if you bring a car... It's a bit difficult to park when it's crowded... I wish you all the best and success always... (Original) Salah satu Bakso legendaris di Banyumanik Semarang... Sudah ada sejak saya masih kecil... Salah satu bakso kenangan masa kecil... Dari dulu ga pernah berubah rasanya... Punya ciri khas tersendiri... Selalu langganan beli bakso dsni dan sllu rame... Salah Favorit keluarga... Pelayanan cepat dan ramah... Cuma sayang banget dgn lahan parkir nya yg terbatas... Terutama kalo bawa mobil... Agak susah parkirnya kalo pas rame... Semoga tetap laris manis dan sukses selalu...
Bakso Bang Kribo,Aryo dwi cahyadi,5.0,"(Translated by Google) One of the legendary meatballs in the Bymanik area, friendly service, fast, swift, the taste of the sauce is good from the past, only lately the quality of the meatballs is less chewy. The plus value is also the friendly parking mas. Recommended already.... (Original) Salah satu bakso legend di wilayah bymanik,pelayanan ramah, cepat ,sigap, rasa kuah mantab dari dulu, cuma belakangan koq kualitas bakso kurang kenyal. Nilai plus jg ada pada mas parkir yg ramah. Recomended dah ...."
Bakso Bang Kribo,Aditya Krisnha Permana,1.0,"(Translated by Google) For an expensive price, it feels like meatballs are not expensive, not delicious. Before covid I was here it felt a little better. Sorry, not recommended for meatball lovers (Original) Buat harga yang mahal sih rasanya tergolong bakso yang ga mahal, kurang enak. Sebelum covid saya kemari rasanya sedikit lebih baik. Maaf ga recommended buat penikmat bakso"
Bakso Bang Kribo,Idha Meiyasa,5.0,"(Translated by Google) The meatballs are delicious, the spices are solid. Lots of vegetables too. Come here often when you're craving. (Original) Bakso nya enak, bumbunya mantap. Sayurnya juga banya. Sering kesini kalo lagi ngidam."
Bakso Bang Kribo,Krisbanu Winatasamita,4.0,"(Translated by Google) What is different here The taste of the meatballs is soft, lots of claws ... if you feel the sauce in the baso in general (Original) Yang beda disini Rasa baso lembut, kikil banyak..kalo rasa kuah baso pada umumnya"
Bakso Bang Kribo,Zully Styowati,1.0,(Translated by Google) The meatballs now are the ones who sell the dried cassava... ...it's not as good as it used to be.. it's enough to eat there once... (Original) Baksonya sekarang atos mas2 yg jual gaplek i orgnya... ...nggaa se enak dulu..ckup sekali aja makan disana ...
Bakso Bang Kribo,Noeg Espey,5.0,"(Translated by Google) The gravy is really good, the meatballs are really good...try the tomato sauce....maybe it's more varied Riques gave pickled cucumber to make it fresher (Original) Kuahnya mantap baksonya banget...coba ada saus tomatnya....mgkn lebih variatip Riques kasi acar timun biar lebih seger"
Bakso Bang Kribo,Asty Prasasti,3.0,"(Translated by Google) The meatballs are delicious, it's just that the place can be changed to a new atmosphere, so it can look more comfortable because it looks stuffy and the lights aren't bright enough. There is also a toilet above, the place is not comfortable 🙏 (Original) Enak baksox, cuma mungkin tempatx d ganti suasana baru gitu, biar bisa terlihat lbh nyaman Krn terlihat sumpek n lampux kurang terang. Toilet juga adax d atas, tempatx krg nyaman 🙏"
Bakso Bang Kribo,Kartini Liu,4.0,"(Translated by Google) Just 1 month live in Semarang, 2x to go to baso, frizzy bang, always busy, I usually park at Superindo, because it's good I like the inside, it's still cheap, the sauce is delicious 👍👍👍 (Original) Baru 1bln tinggal d Semarang udh 2x ke baso bang kribo yang beli selalu rame biasa saya parkir di Superindo, basonya enak saya suka dalamnya ada isinya terus masih kebilang murah sih kuahnya sedep 👍👍👍"
Bakso Bang Kribo,Esti Hariyanti,5.0,"(Translated by Google) The meatball sauce is delicious without adding anything.. the meatballs are also delicious.. Unfortunately it's hard to park, especially for cars Fast service, unfortunately the employees don't wear masks. Hopefully next time apply the use of masks during the pandemic (Original) Kuah baksonya enak tanpa ditambah apa2.. baksonya juga enak.. Sayang susah untuk parkir, terutama untuk mobil Pelayanan cepat, sayang pegawai tidak memakai masker. Semoga next menerapkan pemakaian masker saat pandemi"
Bakso Bang Kribo,Vino Satwika,5.0,"(Translated by Google) The meatballs are great. The portions are extraordinarily large. You know that big meatball, right? Elsewhere you get one, here you get two! Eating one portion is enough to make our stomach full. The price offered is comparable to the quality we get. Here only sell meatballs, no Chicken Noodles. (Original) Baksonya mantaaaap. Porsinya luar biasa besar. Tahu bakso yang gede itu kan? Di tempat lain dapat satu, di sini dapat dua! Makan satu porsi cukup bikin perut kita kenyang. Harga yang ditawarkan sebanding lah dengan kualitas yang kita dapatkan. Di sini cuma jual Bakso ya, nggak ada Mie Ayam."
Bakso Bang Kribo,Naniek Widyaningrum,5.0,(Translated by Google) Subscription since junior high school (1996) The taste is still the best for the Meatball category in Banyumanik (Original) Langganan sejak SMP (th 1996) Rasanya tetap paling enak utk kategori Bakso di Banyumanik
Bakso Bang Kribo,Nin S,5.0,(Translated by Google) The legendary meatball is banyumanik. The taste is great. Portions are also great ... (Original) Bakso legendnya banyumanik. Rasanya mantap. Porsi juga mantap...
Bakso Bang Kribo,Riana Puji,5.0,(Translated by Google) Very recommended meatballs.. it looks comfortable and clean.. (Original) Bakso rekomendet banget.. tampatnya nyaman dan bersih..
Bakso Bang Kribo,Wira Setiawan,5.0,(Translated by Google) The most delicious meatballs I like iso tripe the most (Original) Bakso paling endulitaaaa Paling sukaaak iso babatnyaaa
Bakso Bang Kribo,Jania Tika,5.0,"(Translated by Google) Favorite delicious meatballs in the upper Semarang area, savory fragrant sauce, there are droplets, less parking space, if there are variants of vein or egg meatballs it will be even better 👌 (Original) Bakso enak favorit di area semarang atas, kuah harum gurih, ada tetelan, tempat parkir kurang, kalau ada varian bakso urat atau telur akan lebih baik lagi 👌"
Bakso Bang Kribo,ajeng maria,4.0,"(Translated by Google) The taste of the meatballs is good but the sauce is too much micin, so it's salty (Original) Rasa baksonya enak tapi kuahnya terlalu banyak micin, jadi asin micin"
Bakso Bang Kribo,Totok Supriyanto,5.0,"(Translated by Google) The special meatball restaurant located on the main breadfruit street is able to attract visitors for lunch with its meatball menu which is quite delicious. From the fork in the red light to the Banyumanik Perumnas, approximately 75 meters, on the right side of the road you will find a sign with the name Bakso Krebo. (Original) Rumah makan spesial bakso yang berada di jalan sukun raya tersebut mampu menarik minat pengunjung untuk bersantap siang dengan menu baksonya yang cukup nikmat. Dari pertigaan lampu merah masuk ke arah perumnas Banyumanik lebih kurang 75 meter, sebelah kanan jalan akan ditemui plang nama Bakso Krebo."
Bakso Bang Kribo,Winda Astuti,5.0,"(Translated by Google) Legendary meatballs in the city of Semarang ... Price is relatively standard for quality measurements ... Meatballs with drinks and crackers range from 20 thousand. In terms of taste it is delicious. The sauce is fresh, clear and not much oil. The meatballs also really taste the meat. The contents are pretty good there are 2 meat filled meatballs plus 4 pebble meatballs .. Also equipped with tetelan, noodles and vegetables .. Recommended if you can go to Semarang to stop by .. (Original) Bakso legend di kota Semarang.. Harga relatif standar untuk ukuran kualitas.. Bakso dengan minuman dan kerupuk kisar 20ribuan. Dari segi rasa memang enak. Kuah nya seger, bening dan tidak banyak minyak. Baksonya juga terasa banget dagingnya. Isi nya lumayan ada 2 bakso isi daging ditambah 4 bakso kerikil.. Dilengkapi juga dengan tetelan, mie dan sayur.. Recommended kalau ke Semarang bisa jadi tempat mampir.."
Bakso Bang Kribo,kenzie Anto,2.0,"(Translated by Google) It's hard to find a car park if you want to eat in this place. Service is also relatively slow & incidentally when I ordered meatballs, the meatballs were still stiff, undercooked. But to taste the bakso is pretty good. (Original) Susah cari parkir mobil kalo mau makan di tempat ini. Pelayanan juga relatif lamban & kebetulan pada saat saya pesan bakso, bakminya masih kaku, kurang matang. Tapi untuk rasa baksonya lumayan enak."
Bakso Bang Kribo,Afif Ahmad,4.0,"(Translated by Google) Delicious, affordable prices, only the big meatballs are sometimes too salty, sometimes just right, the taste is still not stable (Original) Enak, harga terjangkau, cuma yg bakso gedenya kadang asin bgt, kdang pas, rasa masih blm stabil"
Bakso Bang Kribo,bayu nuskantono,5.0,"(Translated by Google) For fans of meatballs, this meatball is worth a try, the taste is unique with the combination of meatballs and offal with a blended sauce, typical of our childhood meatballs. (Original) Buat penggemar bakso, bakso yang satu ini patut dicoba, rasanya khas dengan perpaduan bakso dan jeroan dengan kuah yang menyatu, khas bakso masa kecil kita."
Bakso Bang Kribo,Mohamad Rafi,3.0,(Translated by Google) It's not comfortable to eat at a place when it's crowded with visitors because people are waiting for you to eat...hehe (Original) Kurang nyaman makan di tempat jika pas ramai pengunjung karena makan ditungguin orang..hehe
Bakso Bang Kribo,pengen tauadja,4.0,"(Translated by Google) came here at night with family, one bowl of meatballs was steady, no more no less meat, a lot of meat, it's small but wow, it's really crowded here, for taste you can compete with the other side (Original) kesini saat malam hari bersama keluarga, satu mangkok bakso nya mnatap gak lebih gak kurang dagung nya banyak, temoat nya emang kecil tapi waw rame tenan disini, untuk rasa boleh di adu dengan sebelahnya"
Bakso Bang Kribo,JAMIL NUR,4.0,"(Translated by Google) The meatballs are delicious, have their own characteristics ... even though the place is a warung, the location is close to the red light for the T-junction, Sukun Street, Banyumanik ... (Original) Bakso nya enak,punya khas tersendiri..walaupun tempat nya bentuk nya warung , lokasi nya dekat dgn lampu merah pertigaan jln sukun, banyumanik.."
Bakso Bang Kribo,Hisyam TV,5.0,"(Translated by Google) The distinctive taste of the meatballs is different from the others, a subscription since the 90s when it was still open at the Rasamala market (Original) Rasa bakso yg khas beda drpd yg lain, langganan sejak tahun 90 an sewaktu masih buka di pasar rasamala"
Bakso Bang Kribo,Aga Yuditra,5.0,"(Translated by Google) One of the most delicious meatballs around banyumanik. Although the place is narrow, people come because they want to enjoy the meatballs. (Original) Salah satu Bakso terenak di sekitar banyumanik. Walaupun tempatnya sempit, tapi orang datang karena ingin menikmati baksonya."
Bakso Bang Kribo,Errol Tornado,5.0,"(Translated by Google) The meatballs are delicious, the gravy is soft, the prices are friendly. (Original) Baksonya enak, lembut kuah nya enak ,harga bersahabat."
Bakso Bang Kribo,Nur Fadhila,5.0,"(Translated by Google) 17 thousand is delicious, recommend college kids and go with family (Original) 17ribu enak dong, recommend anak kuliahan dan pergi bersama keluarga"
Bakso Bang Kribo,wafa choirul,3.0,"(Translated by Google) The broth is delicious, fresh. The meatballs are also delicious, just a little bit hard. Maybe just entered the meatball pot. (Original) Kuahnya enak sih,seger. Baksonya juga enak,hanya agak keras dikit baksonya. Mungkin baru masuk panci baksonya."
Bakso Bang Kribo,Lukman Mulyanto,5.0,(Translated by Google) The meatballs are delicious.(Original)Baksonya enak.
Bakso Bang Kribo,Dina Fadiah,5.0,"(Translated by Google) A bit pricey but worth it. The meatballs are delicious, soft and have a lot of drops (Original) A bit pricey but worth it. Baksonya enak lembut dan tetelannya juga banyak"
Bakso Bang Kribo,Prayogi Nugraha Taunay (Yogi),5.0,"(Translated by Google) It's delicious to kick the taste of the fried onions, if my tongue is a bit strong the sauce is salty, so far it's ok (Original) Enak rada nendang rasa bawang gorengnya, klo lidah saya agak strong asin kuahnya, so far ok lah"
Bakso Bang Kribo,julius edo kurniawan,5.0,(Translated by Google) be the right choice at any time (Original) menjadi pilihan tepat pada waktu apapun
Bakso Bang Kribo,ahmad Syaiful,3.0,(Translated by Google) The seasoning is not the same Maybe because I bought it at 9 pm (Original) Bumbunya sama skali g krasa Mungkin karena beli jam 9mlm
Bakso Bang Kribo,wm.gayengkiyi.ungaran cak ali,1.0,(Translated by Google) The taste is lacking...different from the last one...hopefully it can be used...the taste of gravy is also lacking (Original) Rasa kurang...beda sama yg lalu...semoga bisa di bekasi...rasa kuah jg kurang
Bakso Bang Kribo,Hmd,5.0,"(Translated by Google) Pak beard's meatballs are the best Special taste in my opinion Strategic location on the edge of the breadfruit highway (in front of Superindo) Economical price (meatball + esteh = 20,000) (Original) Bakso pak brewok the best Rasa istimewa menurut saya Lokasi strategis pinggir jalan raya sukun ( depan superindo ) Harga ekonomis ( bakso + esteh = 20.000 )"
Bakso Bang Kribo,Novie Fajarsari,4.0,"(Translated by Google) Meatballs are ok, comfortable too... But for lunch hours on Saturdays it's usually crowded.... (Original) Bakso ok, nyaman juga... Tetapi untuk jam makan siang dihari sabtu biasanya padat...."
Bakso Bang Kribo,Rudi Kiswanto,5.0,"(Translated by Google) Including the legendary in Semarang, subscriptions from selling street vendors to being sold at shophouses (Original) Termasuk legendaris di semarang, langganan dr jualan PKL sampai di jualan di Ruko"
Bakso Bang Kribo,Desi,4.0,(Translated by Google) The portion of the meatball chicken noodle is a lot. One meal can be for fasting all day. (Original) Porsi mie ayam baksonya banyak. Sekali makan bisa untuk puasa seharian.
Bakso Bang Kribo,Rahmat Aditya,4.0,"(Translated by Google) Most like Pak frizzy meatballs. The broth is fresh, there are pieces of the offal too. Either miss the meatball or the one accompanying the meatball: ') (Original) Paling demen bakso pak kribo. Kuahnya seger ada potongan jeroannya juga. Entah kangen baksonya atau yang nemenin makan bakso :')"
Bakso Bang Kribo,suharsanti santi,4.0,"(Translated by Google) The meatballs are salty, suitable for ISO fans, always crowded, so be patient because the seats are limited. (Original) Bakso nya bercita rasa asin, cocok untuk penggemar iso, selalu ramai, jadi sabar karena tempat duduknya terbatas."
Bakso Bang Kribo,Andreas Yudhotomo,5.0,(Translated by Google) The beef meatballs taste very n tasty.. juoozz (Original) Baksonya daging sapinya terasa Skali n gurih.. juoozz
Bakso Bang Kribo,pramu galau,5.0,(Translated by Google) This is special For those who like veins Settings Gajeh Here you will dapet all Complete When it comes to location Maybe it's true that the location is hard to find Cm in the existing maps kok So it's safe (Original) Kalau ini sih istimewa Bagi yg suka urat Tetelan Gajeh Disini kalian akan dapet semua Lengkap Kalau soal lokasi Mungkin benar lokasinya itu susah di cari Cm di maps sudah ada kok Jadi aman
Bakso Bang Kribo,M Shodiq Dawami Milagros,5.0,(Translated by Google) It feels good. Just try it(Original)Rasanya enak. Dicoba aj
Bakso Bang Kribo,neng fie,2.0,"(Translated by Google) now it's not good last bought on 19/1/21, his mother served. I'm being ignored too, Hahahahaha😂😀😂😀 (Original) skrg jd gak enak 😭 terakhir beli tgl 19/1/21, ibunya yg ngelayanin. Aku dicuekin pulaaa,Hahahaaaa😂😀😂😀"
Bakso Bang Kribo,Wahyu Lukman,3.0,(Translated by Google) pretty good..especially if you eat with family or make friends with friends place is also spacious.. (Original) lumayan enak ..apalagi kalo makan bareng kluarga atau buat rame2 sama temen tempat juga luas ..
Bakso Bang Kribo,Mochammad Fadjar H,5.0,"(Translated by Google) The meatballs are delicious compared to other meatballs, the portion is enough and tends to be a lot. If you don't feel full, here we provide rice but here we don't provide chicken noodles (Original) Bakso enak di banding bakso bakso lainnya , porsinya pun cukup dan cenderung banyak . Jika merasa kurang kenyang di sini menyediakan nasi namun di sini tidak menyediakan mi ayam"
Bakso Bang Kribo,Sony Hartono C4,3.0,(Translated by Google) A place where you can eat meatballs with delicious and delicious flavors and tastes. Delicious meatball texture. (Original) Tempat langganan makan bakso dengan rasa dan cita rasa yang nikmat dan lezat. Tekstur daging bakso yang enak.
Bakso Bang Kribo,Rian Prasetyo,5.0,"(Translated by Google) The meatballs are good, strategic location (Original) Bakso uratnya mantab, lokasi strategis"
Bakso Bang Kribo,Thomas Joko Mustoko,4.0,"(Translated by Google) The right replacement menu for dinner, if we are lazy to eat rice. (Wareg = Full) with only 1 serving. (Original) Menu pengganti makan malam yang Pas, apabila kita malas makan Nasi. ( Wareg = Kenyang ) hanya dengan 1 porsi."
Bakso Bang Kribo,GUNTUR ADHI PUTRA,5.0,"(Translated by Google) It's delicious, but please provide parking for the car For the matter of feeling really good, clean, also ramaai (Original) Enak nih bakso nya, tapi tolong sediakan parkir untuk mobil Untuk soal rasa enak banget, bersih, juga ramaai"
Bakso Bang Kribo,Agus Susilo,5.0,"(Translated by Google) Always crowded every day, the baksonya taste is great, unfortunately the parking space is not extensive (Original) Selalu ramai tiap hari, rasa baksonya mantap, sayang tempat parkirnya kurang luas"
Bakso Bang Kribo,Ratih Agoes,5.0,"(Translated by Google) My favorite meatballs in the city of Semarang, the price per serving of 15 thousand eating meatballs while listening to the song of Java😁😁 (Original) Bakso kesukaan ku di kota Semarang harga per porsi 15 ribu makan bakso sambil leyeh2 ndengerin lagu jawa😁😁"
Bakso Bang Kribo,Agatha Tria Venatika,4.0,"(Translated by Google) It tastes pretty good, there aren't many micins. It is even better if you eat meatballs, there are pickles (Original) Lumayan enak rasanya, micinnya enggak banyak. Lebih mantap lagi kalau makan bakso ada acarnyaa"
Bakso Kotak Suroboyo Cak Wanto,Archie Dodo,5.0,Good taste cheap price
Bakso Kotak Suroboyo Cak Wanto,xcm 125,4.0,Top👍👍
